439, 1551879396, lead_off:False/0.851, confidence:0.683, big_r:0, small_r0, Polarity:0, No_R:104, hfb: 0
479, 1551881796, lead_off:False/2.881, confidence:0.680, big_r:1, small_r0, Polarity:0, No_R:97, hfb: 2
480, 1551881856, lead_off:False/0.884, confidence:0.721, big_r:0, small_r1, Polarity:0, No_R:104, hfb: 2
483, 1551882036, lead_off:False/2.320, confidence:0.640, big_r:1, small_r0, Polarity:0, No_R:86, hfb: 4
485, 1551882156, lead_off:False/1.116, confidence:0.780, big_r:3, small_r0, Polarity:0, No_R:100, hfb: 8
1241, 1551927516, lead_off:False/0.888, confidence:0.604, big_r:0, small_r0, Polarity:0, No_R:101, hfb: 2
1242, 1551927576, lead_off:False/0.885, confidence:0.740, big_r:0, small_r1, Polarity:0, No_R:104, hfb: 0
1439, 1551939396, lead_off:False/0.902, confidence:0.733, big_r:0, small_r0, Polarity:0, No_R:120, hfb: 0
1646, 1551951816, lead_off:False/0.925, confidence:0.696, big_r:0, small_r0, Polarity:0, No_R:92, hfb: 0
1716, 1551956016, lead_off:False/0.919, confidence:0.737, big_r:0, small_r1, Polarity:0, No_R:95, hfb: 0
1937, 1551969276, lead_off:False/0.983, confidence:0.667, big_r:1, small_r0, Polarity:0, No_R:99, hfb: 1
1939, 1551969396, lead_off:False/0.705, confidence:0.701, big_r:1, small_r0, Polarity:0, No_R:87, hfb: 3
1940, 1551969456, lead_off:False/0.943, confidence:0.739, big_r:0, small_r0, Polarity:0, No_R:88, hfb: 2
1942, 1551969576, lead_off:False/0.920, confidence:0.585, big_r:2, small_r0, Polarity:0, No_R:94, hfb: 4
1943, 1551969636, lead_off:False/3.286, confidence:0.488, big_r:7, small_r0, Polarity:0, No_R:80, hfb: 9
1944, 1551969696, lead_off:False/0.971, confidence:0.582, big_r:0, small_r0, Polarity:0, No_R:98, hfb: 2
1946, 1551969816, lead_off:False/2.240, confidence:0.586, big_r:1, small_r0, Polarity:0, No_R:87, hfb: 6
1948, 1551969936, lead_off:False/1.189, confidence:0.770, big_r:2, small_r0, Polarity:0, No_R:87, hfb: 3
2816, 1552022016, lead_off:False/0.894, confidence:0.555, big_r:0, small_r0, Polarity:0, No_R:119, hfb: 0
2817, 1552022076, lead_off:False/0.894, confidence:0.692, big_r:0, small_r0, Polarity:0, No_R:120, hfb: 0
2868, 1552025136, lead_off:False/1.024, confidence:0.740, big_r:0, small_r0, Polarity:0, No_R:100, hfb: 0
2881, 1552025916, lead_off:False/0.903, confidence:0.747, big_r:0, small_r0, Polarity:0, No_R:91, hfb: 0
2882, 1552025976, lead_off:False/0.905, confidence:0.720, big_r:0, small_r0, Polarity:0, No_R:93, hfb: 0
2894, 1552026696, lead_off:False/2.386, confidence:0.750, big_r:0, small_r0, Polarity:0, No_R:68, hfb: 2
2895, 1552026756, lead_off:False/10.418, confidence:0.286, big_r:0, small_r0, Polarity:0, No_R:7, hfb: 1
2896, 1552026816, lead_off:True/12.050, confidence:0.000, big_r:1, small_r4, Polarity:0, No_R:22, hfb: 3
