2636, 1551820169, lead_off:False/0.843, confidence:0.636, big_r:0, small_r0, Polarity:0, No_R:66, hfb: 0
2637, 1551820229, lead_off:False/0.843, confidence:0.576, big_r:0, small_r0, Polarity:0, No_R:66, hfb: 0
2657, 1551821429, lead_off:False/0.936, confidence:0.657, big_r:0, small_r0, Polarity:0, No_R:67, hfb: 0
2658, 1551821489, lead_off:False/0.847, confidence:0.567, big_r:0, small_r1, Polarity:0, No_R:60, hfb: 0
2659, 1551821549, lead_off:False/0.846, confidence:0.657, big_r:0, small_r0, Polarity:0, No_R:67, hfb: 0
2662, 1551821729, lead_off:False/0.846, confidence:0.473, big_r:0, small_r0, Polarity:0, No_R:55, hfb: 0
2665, 1551821909, lead_off:False/0.845, confidence:0.550, big_r:0, small_r0, Polarity:0, No_R:60, hfb: 0
2673, 1551822389, lead_off:False/0.845, confidence:0.544, big_r:0, small_r1, Polarity:0, No_R:57, hfb: 0
2678, 1551822689, lead_off:False/0.845, confidence:0.574, big_r:0, small_r0, Polarity:0, No_R:61, hfb: 0
2680, 1551822809, lead_off:False/0.845, confidence:0.542, big_r:0, small_r0, Polarity:0, No_R:59, hfb: 0
2681, 1551822869, lead_off:False/0.845, confidence:0.667, big_r:0, small_r1, Polarity:0, No_R:72, hfb: 0
2683, 1551822989, lead_off:False/0.845, confidence:0.693, big_r:0, small_r0, Polarity:0, No_R:88, hfb: 0
2686, 1551823169, lead_off:False/1.546, confidence:0.555, big_r:0, small_r0, Polarity:0, No_R:119, hfb: 4
2688, 1551823289, lead_off:False/1.049, confidence:0.518, big_r:1, small_r1, Polarity:0, No_R:114, hfb: 3
2689, 1551823349, lead_off:False/1.081, confidence:0.733, big_r:0, small_r0, Polarity:0, No_R:101, hfb: 3
2752, 1551827129, lead_off:False/1.455, confidence:0.535, big_r:1, small_r0, Polarity:0, No_R:99, hfb: 9
2753, 1551827189, lead_off:False/1.191, confidence:0.733, big_r:0, small_r0, Polarity:0, No_R:101, hfb: 4
2754, 1551827249, lead_off:False/1.215, confidence:0.686, big_r:0, small_r0, Polarity:0, No_R:102, hfb: 1
2755, 1551827309, lead_off:False/1.118, confidence:0.688, big_r:1, small_r0, Polarity:0, No_R:128, hfb: 4
2756, 1551827369, lead_off:False/1.184, confidence:0.558, big_r:2, small_r0, Polarity:0, No_R:120, hfb: 6
2760, 1551827609, lead_off:False/1.292, confidence:0.613, big_r:0, small_r0, Polarity:0, No_R:111, hfb: 8
2761, 1551827669, lead_off:False/1.144, confidence:0.473, big_r:5, small_r0, Polarity:0, No_R:110, hfb: 15
2762, 1551827729, lead_off:False/1.087, confidence:0.703, big_r:4, small_r0, Polarity:0, No_R:111, hfb: 7
2764, 1551827849, lead_off:False/1.113, confidence:0.723, big_r:0, small_r0, Polarity:0, No_R:112, hfb: 2
2765, 1551827909, lead_off:False/1.177, confidence:0.593, big_r:0, small_r0, Polarity:0, No_R:108, hfb: 8
2766, 1551827969, lead_off:False/1.177, confidence:0.748, big_r:0, small_r0, Polarity:0, No_R:123, hfb: 7
2768, 1551828089, lead_off:False/1.082, confidence:0.748, big_r:0, small_r0, Polarity:0, No_R:111, hfb: 5
2769, 1551828149, lead_off:False/1.140, confidence:0.605, big_r:0, small_r0, Polarity:0, No_R:114, hfb: 5
2771, 1551828269, lead_off:False/1.139, confidence:0.606, big_r:1, small_r0, Polarity:0, No_R:109, hfb: 9
2772, 1551828329, lead_off:False/1.124, confidence:0.518, big_r:1, small_r1, Polarity:0, No_R:112, hfb: 7
2775, 1551828509, lead_off:False/1.121, confidence:0.575, big_r:0, small_r0, Polarity:0, No_R:106, hfb: 12
2776, 1551828569, lead_off:False/1.130, confidence:0.550, big_r:1, small_r0, Polarity:0, No_R:111, hfb: 12
2777, 1551828629, lead_off:False/1.165, confidence:0.655, big_r:0, small_r0, Polarity:0, No_R:113, hfb: 6
2778, 1551828689, lead_off:False/1.162, confidence:0.592, big_r:1, small_r0, Polarity:0, No_R:103, hfb: 8
2779, 1551828749, lead_off:False/1.144, confidence:0.750, big_r:0, small_r0, Polarity:0, No_R:116, hfb: 3
2780, 1551828809, lead_off:False/1.160, confidence:0.708, big_r:0, small_r0, Polarity:0, No_R:113, hfb: 4
2781, 1551828869, lead_off:False/1.149, confidence:0.617, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 4
2784, 1551829049, lead_off:False/1.155, confidence:0.598, big_r:0, small_r0, Polarity:0, No_R:112, hfb: 11
2785, 1551829109, lead_off:False/1.208, confidence:0.611, big_r:2, small_r0, Polarity:0, No_R:108, hfb: 11
2787, 1551829229, lead_off:False/1.176, confidence:0.699, big_r:1, small_r0, Polarity:0, No_R:113, hfb: 3
2788, 1551829289, lead_off:False/1.130, confidence:0.289, big_r:1, small_r0, Polarity:0, No_R:90, hfb: 7
2789, 1551829349, lead_off:False/1.333, confidence:0.466, big_r:5, small_r0, Polarity:0, No_R:103, hfb: 18
2790, 1551829409, lead_off:False/1.373, confidence:0.404, big_r:5, small_r0, Polarity:0, No_R:99, hfb: 25
2792, 1551829529, lead_off:False/1.292, confidence:0.689, big_r:0, small_r0, Polarity:0, No_R:106, hfb: 4
2793, 1551829589, lead_off:False/1.182, confidence:0.241, big_r:3, small_r0, Polarity:0, No_R:79, hfb: 15
2794, 1551829649, lead_off:False/1.218, confidence:0.460, big_r:6, small_r0, Polarity:0, No_R:100, hfb: 17
2795, 1551829709, lead_off:False/1.176, confidence:0.682, big_r:1, small_r0, Polarity:0, No_R:110, hfb: 7
2796, 1551829769, lead_off:False/1.207, confidence:0.523, big_r:4, small_r0, Polarity:0, No_R:111, hfb: 11
2798, 1551829889, lead_off:False/1.215, confidence:0.750, big_r:1, small_r0, Polarity:0, No_R:96, hfb: 3
2799, 1551829949, lead_off:False/1.226, confidence:0.624, big_r:0, small_r0, Polarity:0, No_R:101, hfb: 6
2804, 1551830249, lead_off:False/1.320, confidence:0.730, big_r:2, small_r0, Polarity:0, No_R:115, hfb: 12
2807, 1551830429, lead_off:False/1.215, confidence:0.529, big_r:1, small_r0, Polarity:0, No_R:104, hfb: 13
2808, 1551830489, lead_off:False/1.211, confidence:0.670, big_r:2, small_r1, Polarity:0, No_R:115, hfb: 11
2809, 1551830549, lead_off:False/1.205, confidence:0.464, big_r:2, small_r0, Polarity:0, No_R:97, hfb: 14
2810, 1551830609, lead_off:False/1.157, confidence:0.384, big_r:3, small_r0, Polarity:0, No_R:99, hfb: 15
2811, 1551830669, lead_off:False/1.169, confidence:0.682, big_r:1, small_r1, Polarity:0, No_R:110, hfb: 3
2818, 1551831089, lead_off:False/1.201, confidence:0.329, big_r:2, small_r0, Polarity:0, No_R:70, hfb: 7
2819, 1551831149, lead_off:False/1.287, confidence:0.638, big_r:3, small_r0, Polarity:0, No_R:105, hfb: 8
2820, 1551831209, lead_off:False/1.229, confidence:0.706, big_r:1, small_r0, Polarity:0, No_R:119, hfb: 7
2825, 1551831509, lead_off:False/1.112, confidence:0.670, big_r:2, small_r0, Polarity:0, No_R:115, hfb: 8
2826, 1551831569, lead_off:False/1.161, confidence:0.670, big_r:1, small_r0, Polarity:0, No_R:115, hfb: 6
