1921, 1551777269, lead_off:False/1.018, confidence:0.720, big_r:0, small_r0, Polarity:0, No_R:125, hfb: 0
1963, 1551779789, lead_off:False/1.065, confidence:0.493, big_r:0, small_r0, Polarity:0, No_R:148, hfb: 1
1964, 1551779849, lead_off:False/1.040, confidence:0.637, big_r:0, small_r0, Polarity:0, No_R:146, hfb: 2
1965, 1551779909, lead_off:False/1.054, confidence:0.490, big_r:0, small_r0, Polarity:0, No_R:145, hfb: 1
1966, 1551779969, lead_off:False/1.062, confidence:0.218, big_r:0, small_r0, Polarity:0, No_R:142, hfb: 0
1967, 1551780029, lead_off:False/1.049, confidence:0.174, big_r:0, small_r0, Polarity:0, No_R:132, hfb: 0
1968, 1551780089, lead_off:False/1.047, confidence:0.202, big_r:1, small_r0, Polarity:0, No_R:129, hfb: 4
1969, 1551780149, lead_off:False/1.083, confidence:0.701, big_r:1, small_r0, Polarity:0, No_R:137, hfb: 5
1995, 1551781709, lead_off:False/1.095, confidence:0.481, big_r:0, small_r0, Polarity:0, No_R:129, hfb: 0
1998, 1551781889, lead_off:False/1.133, confidence:0.667, big_r:0, small_r0, Polarity:0, No_R:129, hfb: 0
1999, 1551781949, lead_off:False/1.109, confidence:0.591, big_r:0, small_r0, Polarity:0, No_R:132, hfb: 0
2000, 1551782009, lead_off:False/1.093, confidence:0.561, big_r:0, small_r0, Polarity:0, No_R:132, hfb: 0
2001, 1551782069, lead_off:False/1.104, confidence:0.659, big_r:0, small_r0, Polarity:0, No_R:129, hfb: 0
2002, 1551782129, lead_off:False/1.109, confidence:0.620, big_r:0, small_r0, Polarity:0, No_R:129, hfb: 0
2005, 1551782309, lead_off:False/1.149, confidence:0.535, big_r:0, small_r0, Polarity:0, No_R:129, hfb: 0
2009, 1551782549, lead_off:False/1.086, confidence:0.595, big_r:0, small_r0, Polarity:0, No_R:131, hfb: 0
2010, 1551782609, lead_off:False/1.071, confidence:0.706, big_r:0, small_r0, Polarity:0, No_R:136, hfb: 0
2011, 1551782669, lead_off:False/1.080, confidence:0.737, big_r:0, small_r0, Polarity:0, No_R:133, hfb: 0
2012, 1551782729, lead_off:False/1.081, confidence:0.649, big_r:0, small_r0, Polarity:0, No_R:134, hfb: 0
2013, 1551782789, lead_off:False/1.078, confidence:0.612, big_r:0, small_r0, Polarity:0, No_R:134, hfb: 0
2014, 1551782849, lead_off:False/1.109, confidence:0.709, big_r:0, small_r0, Polarity:0, No_R:127, hfb: 0
2040, 1551784409, lead_off:False/1.126, confidence:0.664, big_r:2, small_r1, Polarity:0, No_R:110, hfb: 5
2041, 1551784469, lead_off:False/1.151, confidence:0.712, big_r:1, small_r0, Polarity:0, No_R:132, hfb: 5
2055, 1551785309, lead_off:False/1.422, confidence:0.682, big_r:0, small_r1, Polarity:0, No_R:129, hfb: 2
2082, 1551786929, lead_off:False/1.266, confidence:0.469, big_r:0, small_r0, Polarity:0, No_R:130, hfb: 0
2083, 1551786989, lead_off:False/1.240, confidence:0.580, big_r:0, small_r0, Polarity:0, No_R:150, hfb: 0
2086, 1551787169, lead_off:False/1.637, confidence:0.462, big_r:0, small_r1, Polarity:0, No_R:117, hfb: 10
2088, 1551787289, lead_off:False/1.642, confidence:0.376, big_r:0, small_r0, Polarity:0, No_R:101, hfb: 9
2089, 1551787349, lead_off:False/1.688, confidence:0.323, big_r:1, small_r1, Polarity:0, No_R:99, hfb: 20
