505, 1540305640, lead_off:False/1.420, confidence:0.786, big_r:2,  small_r0, Polarity:0, No_R:112, hfb: 6
507, 1540305760, lead_off:False/0.823, confidence:0.732, big_r:0,  small_r0, Polarity:0, No_R:112, hfb: 1
509, 1540305880, lead_off:False/1.660, confidence:0.899, big_r:2,  small_r0, Polarity:0, No_R:99, hfb: 3
670, 1540315540, lead_off:False/1.643, confidence:0.747, big_r:0,  small_r0, Polarity:0, No_R:95, hfb: 0
1038, 1540337620, lead_off:False/2.627, confidence:0.680, big_r:1,  small_r0, Polarity:0, No_R:100, hfb: 2
1039, 1540337680, lead_off:False/3.250, confidence:0.721, big_r:0,  small_r0, Polarity:0, No_R:104, hfb: 0
1043, 1540337920, lead_off:False/3.507, confidence:0.676, big_r:0,  small_r0, Polarity:0, No_R:108, hfb: 0
1046, 1540338100, lead_off:False/3.184, confidence:0.707, big_r:0,  small_r0, Polarity:0, No_R:99, hfb: 1
1093, 1540340920, lead_off:False/1.505, confidence:0.745, big_r:0,  small_r0, Polarity:0, No_R:102, hfb: 0
1228, 1540349020, lead_off:False/1.424, confidence:0.702, big_r:0,  small_r0, Polarity:0, No_R:94, hfb: 0
1798, 1540383220, lead_off:False/1.892, confidence:0.733, big_r:0,  small_r0, Polarity:0, No_R:105, hfb: 0
1812, 1540384060, lead_off:False/1.402, confidence:0.746, big_r:0,  small_r0, Polarity:0, No_R:122, hfb: 0
1821, 1540384600, lead_off:False/1.744, confidence:0.716, big_r:0,  small_r0, Polarity:0, No_R:116, hfb: 0
1822, 1540384660, lead_off:False/1.613, confidence:0.744, big_r:0,  small_r0, Polarity:0, No_R:121, hfb: 0
1852, 1540386460, lead_off:False/1.510, confidence:0.529, big_r:0,  small_r0, Polarity:0, No_R:104, hfb: 0
1881, 1540388200, lead_off:False/1.349, confidence:0.684, big_r:1,  small_r0, Polarity:0, No_R:95, hfb: 2
1882, 1540388260, lead_off:False/1.039, confidence:0.786, big_r:2,  small_r0, Polarity:0, No_R:112, hfb: 4
1887, 1540388560, lead_off:False/2.382, confidence:0.694, big_r:1,  small_r0, Polarity:0, No_R:98, hfb: 1
1938, 1540391620, lead_off:False/1.446, confidence:0.825, big_r:2,  small_r0, Polarity:0, No_R:103, hfb: 3
1939, 1540391680, lead_off:False/1.380, confidence:0.891, big_r:2,  small_r0, Polarity:0, No_R:101, hfb: 3
1966, 1540393300, lead_off:False/1.926, confidence:0.737, big_r:0,  small_r0, Polarity:0, No_R:99, hfb: 0
1978, 1540394020, lead_off:False/3.915, confidence:0.640, big_r:1,  small_r0, Polarity:0, No_R:100, hfb: 4
1995, 1540395040, lead_off:False/2.717, confidence:0.663, big_r:1,  small_r0, Polarity:0, No_R:95, hfb: 4
1996, 1540395100, lead_off:False/3.900, confidence:0.696, big_r:1,  small_r0, Polarity:0, No_R:92, hfb: 2
2013, 1540396120, lead_off:False/2.324, confidence:0.673, big_r:1,  small_r0, Polarity:0, No_R:98, hfb: 3
Valid measurement = 0.9913733609385783
