115, 1551668909, lead_off:False/0.840, confidence:0.745, big_r:0, small_r0, Polarity:0, No_R:102, hfb: 0
116, 1551668969, lead_off:False/0.840, confidence:0.690, big_r:0, small_r0, Polarity:0, No_R:100, hfb: 0
117, 1551669029, lead_off:False/0.840, confidence:0.727, big_r:0, small_r0, Polarity:0, No_R:99, hfb: 0
119, 1551669149, lead_off:False/0.840, confidence:0.438, big_r:0, small_r0, Polarity:0, No_R:105, hfb: 0
122, 1551669329, lead_off:False/0.840, confidence:0.644, big_r:0, small_r0, Polarity:0, No_R:73, hfb: 0
167, 1551672029, lead_off:False/0.839, confidence:0.727, big_r:0, small_r0, Polarity:0, No_R:99, hfb: 0
172, 1551672329, lead_off:False/0.840, confidence:0.426, big_r:0, small_r0, Polarity:0, No_R:115, hfb: 0
173, 1551672389, lead_off:False/0.840, confidence:0.292, big_r:0, small_r0, Polarity:0, No_R:120, hfb: 0
174, 1551672449, lead_off:False/0.840, confidence:0.631, big_r:0, small_r0, Polarity:0, No_R:111, hfb: 0
175, 1551672509, lead_off:False/0.840, confidence:0.704, big_r:0, small_r0, Polarity:0, No_R:108, hfb: 0
176, 1551672569, lead_off:False/0.840, confidence:0.510, big_r:0, small_r0, Polarity:0, No_R:98, hfb: 0
177, 1551672629, lead_off:False/0.840, confidence:0.635, big_r:0, small_r1, Polarity:0, No_R:104, hfb: 0
189, 1551673349, lead_off:False/0.840, confidence:0.735, big_r:0, small_r0, Polarity:0, No_R:117, hfb: 0
190, 1551673409, lead_off:False/0.841, confidence:0.750, big_r:0, small_r0, Polarity:0, No_R:144, hfb: 0
213, 1551674789, lead_off:False/0.841, confidence:0.639, big_r:0, small_r0, Polarity:0, No_R:122, hfb: 0
214, 1551674849, lead_off:False/0.841, confidence:0.732, big_r:0, small_r0, Polarity:0, No_R:123, hfb: 0
258, 1551677489, lead_off:False/0.841, confidence:0.743, big_r:0, small_r0, Polarity:0, No_R:105, hfb: 0
303, 1551680189, lead_off:False/0.842, confidence:0.606, big_r:0, small_r0, Polarity:0, No_R:127, hfb: 1
304, 1551680249, lead_off:False/0.842, confidence:0.743, big_r:0, small_r0, Polarity:0, No_R:140, hfb: 1
340, 1551682409, lead_off:False/0.842, confidence:0.748, big_r:0, small_r0, Polarity:0, No_R:143, hfb: 0
