681, 1551784023, lead_off:False/0.904, confidence:0.527, big_r:0, small_r0, Polarity:0, No_R:110, hfb: 0
682, 1551784083, lead_off:False/0.904, confidence:0.513, big_r:0, small_r0, Polarity:0, No_R:117, hfb: 0
684, 1551784203, lead_off:False/0.904, confidence:0.682, big_r:0, small_r0, Polarity:0, No_R:110, hfb: 0
685, 1551784263, lead_off:False/0.905, confidence:0.297, big_r:0, small_r0, Polarity:0, No_R:111, hfb: 0
686, 1551784323, lead_off:False/0.905, confidence:0.364, big_r:0, small_r0, Polarity:0, No_R:118, hfb: 0
687, 1551784383, lead_off:False/0.905, confidence:0.600, big_r:0, small_r0, Polarity:0, No_R:120, hfb: 0
695, 1551784863, lead_off:False/0.904, confidence:0.709, big_r:0, small_r0, Polarity:0, No_R:127, hfb: 0
696, 1551784923, lead_off:False/0.904, confidence:0.534, big_r:0, small_r0, Polarity:0, No_R:118, hfb: 0
725, 1551786663, lead_off:False/0.904, confidence:0.732, big_r:0, small_r0, Polarity:0, No_R:112, hfb: 1
730, 1551786963, lead_off:False/0.904, confidence:0.536, big_r:0, small_r0, Polarity:0, No_R:97, hfb: 0
751, 1551788223, lead_off:False/0.911, confidence:0.708, big_r:0, small_r0, Polarity:0, No_R:89, hfb: 0
778, 1551789843, lead_off:False/0.904, confidence:0.713, big_r:0, small_r0, Polarity:0, No_R:94, hfb: 0
780, 1551789963, lead_off:False/0.904, confidence:0.728, big_r:0, small_r0, Polarity:0, No_R:92, hfb: 0
781, 1551790023, lead_off:False/0.903, confidence:0.636, big_r:0, small_r0, Polarity:0, No_R:88, hfb: 0
785, 1551790263, lead_off:False/0.904, confidence:0.652, big_r:0, small_r0, Polarity:0, No_R:89, hfb: 0
786, 1551790323, lead_off:False/0.904, confidence:0.685, big_r:0, small_r0, Polarity:0, No_R:92, hfb: 0
787, 1551790383, lead_off:False/0.904, confidence:0.659, big_r:0, small_r0, Polarity:0, No_R:88, hfb: 0
789, 1551790503, lead_off:False/0.903, confidence:0.711, big_r:0, small_r0, Polarity:0, No_R:97, hfb: 0
819, 1551792303, lead_off:False/0.904, confidence:0.747, big_r:1, small_r0, Polarity:0, No_R:99, hfb: 3
826, 1551792723, lead_off:False/0.905, confidence:0.722, big_r:0, small_r0, Polarity:0, No_R:97, hfb: 0
827, 1551792783, lead_off:False/0.905, confidence:0.275, big_r:0, small_r2, Polarity:0, No_R:91, hfb: 1
828, 1551792843, lead_off:False/0.905, confidence:0.552, big_r:0, small_r0, Polarity:0, No_R:96, hfb: 0
829, 1551792903, lead_off:False/0.905, confidence:0.594, big_r:0, small_r0, Polarity:0, No_R:101, hfb: 0
830, 1551792963, lead_off:False/0.905, confidence:0.408, big_r:0, small_r0, Polarity:0, No_R:103, hfb: 0
831, 1551793023, lead_off:False/0.905, confidence:0.436, big_r:0, small_r0, Polarity:0, No_R:94, hfb: 2
832, 1551793083, lead_off:False/0.906, confidence:0.400, big_r:0, small_r0, Polarity:0, No_R:100, hfb: 2
834, 1551793203, lead_off:False/0.906, confidence:0.622, big_r:0, small_r0, Polarity:0, No_R:90, hfb: 1
835, 1551793263, lead_off:False/3.612, confidence:0.414, big_r:0, small_r0, Polarity:0, No_R:111, hfb: 2
836, 1551793323, lead_off:False/2.276, confidence:0.057, big_r:0, small_r0, Polarity:0, No_R:53, hfb: 2
837, 1551793383, lead_off:False/1.434, confidence:0.297, big_r:2, small_r1, Polarity:0, No_R:74, hfb: 2
838, 1551793443, lead_off:False/0.942, confidence:0.693, big_r:4, small_r0, Polarity:0, No_R:114, hfb: 5
839, 1551793503, lead_off:False/0.831, confidence:0.505, big_r:1, small_r1, Polarity:0, No_R:95, hfb: 2
840, 1551793563, lead_off:False/0.951, confidence:0.193, big_r:0, small_r1, Polarity:0, No_R:88, hfb: 1
841, 1551793623, lead_off:False/0.820, confidence:0.402, big_r:0, small_r1, Polarity:0, No_R:107, hfb: 0
842, 1551793683, lead_off:False/0.819, confidence:0.438, big_r:0, small_r0, Polarity:0, No_R:89, hfb: 0
843, 1551793743, lead_off:False/0.820, confidence:0.207, big_r:0, small_r0, Polarity:0, No_R:92, hfb: 0
844, 1551793803, lead_off:False/0.820, confidence:0.562, big_r:0, small_r0, Polarity:0, No_R:96, hfb: 0
853, 1551794343, lead_off:False/0.826, confidence:0.612, big_r:0, small_r0, Polarity:0, No_R:103, hfb: 0
863, 1551794943, lead_off:False/0.826, confidence:0.736, big_r:0, small_r0, Polarity:0, No_R:110, hfb: 0
864, 1551795003, lead_off:False/0.827, confidence:0.556, big_r:0, small_r0, Polarity:0, No_R:108, hfb: 0
865, 1551795063, lead_off:False/0.827, confidence:0.644, big_r:0, small_r0, Polarity:0, No_R:104, hfb: 0
881, 1551796023, lead_off:False/0.832, confidence:0.520, big_r:0, small_r0, Polarity:0, No_R:102, hfb: 1
882, 1551796083, lead_off:False/0.832, confidence:0.337, big_r:0, small_r0, Polarity:0, No_R:98, hfb: 1
