324, 1552131099, lead_off:False/0.873, confidence:0.462, big_r:0, small_r0, Polarity:0, No_R:104, hfb: 0
327, 1552131279, lead_off:False/0.873, confidence:0.728, big_r:0, small_r0, Polarity:0, No_R:103, hfb: 0
328, 1552131339, lead_off:False/0.873, confidence:0.725, big_r:0, small_r0, Polarity:0, No_R:102, hfb: 0
329, 1552131399, lead_off:False/0.873, confidence:0.720, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 0
343, 1552132239, lead_off:False/0.872, confidence:0.730, big_r:0, small_r0, Polarity:0, No_R:100, hfb: 0
344, 1552132299, lead_off:False/0.872, confidence:0.731, big_r:0, small_r0, Polarity:0, No_R:104, hfb: 0
347, 1552132479, lead_off:False/0.873, confidence:0.702, big_r:0, small_r0, Polarity:0, No_R:104, hfb: 0
405, 1552135959, lead_off:False/1.159, confidence:0.552, big_r:0, small_r0, Polarity:0, No_R:87, hfb: 0
406, 1552136019, lead_off:False/0.857, confidence:0.398, big_r:0, small_r0, Polarity:0, No_R:103, hfb: 0
407, 1552136079, lead_off:False/0.859, confidence:0.655, big_r:0, small_r0, Polarity:0, No_R:113, hfb: 0
408, 1552136139, lead_off:False/0.859, confidence:0.663, big_r:0, small_r0, Polarity:0, No_R:104, hfb: 0
413, 1552136439, lead_off:False/0.862, confidence:0.646, big_r:0, small_r0, Polarity:0, No_R:99, hfb: 0
421, 1552136919, lead_off:False/0.857, confidence:0.646, big_r:0, small_r1, Polarity:0, No_R:99, hfb: 0
422, 1552136979, lead_off:False/0.857, confidence:0.743, big_r:0, small_r0, Polarity:0, No_R:101, hfb: 0
436, 1552137819, lead_off:False/0.863, confidence:0.693, big_r:0, small_r1, Polarity:0, No_R:101, hfb: 0
437, 1552137879, lead_off:False/0.864, confidence:0.455, big_r:0, small_r0, Polarity:0, No_R:101, hfb: 0
438, 1552137939, lead_off:False/0.862, confidence:0.436, big_r:0, small_r1, Polarity:0, No_R:94, hfb: 0
439, 1552137999, lead_off:False/0.860, confidence:0.720, big_r:0, small_r0, Polarity:0, No_R:118, hfb: 0
