3080, 1551844381, lead_off:False/2.774, confidence:0.712, big_r:0, small_r1, Polarity:0, No_R:104, hfb: 2
3083, 1551844561, lead_off:False/2.787, confidence:0.646, big_r:0, small_r0, Polarity:0, No_R:96, hfb: 2
3084, 1551844621, lead_off:False/2.778, confidence:0.631, big_r:0, small_r0, Polarity:0, No_R:103, hfb: 0
3085, 1551844681, lead_off:False/2.795, confidence:0.520, big_r:0, small_r1, Polarity:0, No_R:100, hfb: 2
3086, 1551844741, lead_off:False/5.646, confidence:0.556, big_r:2, small_r0, Polarity:0, No_R:81, hfb: 4
3087, 1551844801, lead_off:False/3.731, confidence:0.535, big_r:2, small_r0, Polarity:0, No_R:71, hfb: 7
3088, 1551844861, lead_off:False/2.927, confidence:0.259, big_r:5, small_r0, Polarity:0, No_R:58, hfb: 17
3089, 1551844921, lead_off:False/2.880, confidence:0.081, big_r:4, small_r0, Polarity:0, No_R:37, hfb: 8
3090, 1551844981, lead_off:False/3.510, confidence:0.333, big_r:4, small_r0, Polarity:0, No_R:69, hfb: 8
3091, 1551845041, lead_off:False/3.722, confidence:0.278, big_r:3, small_r0, Polarity:0, No_R:72, hfb: 7
3092, 1551845101, lead_off:False/2.842, confidence:0.203, big_r:4, small_r0, Polarity:0, No_R:69, hfb: 10
3093, 1551845161, lead_off:False/2.810, confidence:0.703, big_r:1, small_r0, Polarity:0, No_R:91, hfb: 4
3094, 1551845221, lead_off:False/2.808, confidence:0.111, big_r:6, small_r0, Polarity:0, No_R:54, hfb: 8
3095, 1551845281, lead_off:False/2.913, confidence:0.127, big_r:3, small_r0, Polarity:0, No_R:63, hfb: 15
3096, 1551845341, lead_off:False/3.576, confidence:0.083, big_r:5, small_r0, Polarity:0, No_R:36, hfb: 13
3097, 1551845401, lead_off:False/3.374, confidence:0.736, big_r:2, small_r0, Polarity:0, No_R:87, hfb: 6
3098, 1551845461, lead_off:False/2.890, confidence:0.607, big_r:1, small_r0, Polarity:0, No_R:61, hfb: 11
3099, 1551845521, lead_off:False/2.969, confidence:0.143, big_r:2, small_r0, Polarity:0, No_R:42, hfb: 5
3100, 1551845581, lead_off:False/5.660, confidence:0.104, big_r:3, small_r0, Polarity:0, No_R:67, hfb: 10
3101, 1551845641, lead_off:False/6.398, confidence:0.107, big_r:1, small_r0, Polarity:0, No_R:75, hfb: 6
3102, 1551845701, lead_off:False/6.531, confidence:0.153, big_r:3, small_r0, Polarity:0, No_R:85, hfb: 7
3103, 1551845761, lead_off:False/5.941, confidence:0.307, big_r:1, small_r0, Polarity:0, No_R:101, hfb: 3
3104, 1551845821, lead_off:False/5.741, confidence:0.253, big_r:0, small_r0, Polarity:0, No_R:91, hfb: 4
3105, 1551845881, lead_off:False/4.124, confidence:0.280, big_r:3, small_r0, Polarity:0, No_R:93, hfb: 14
3106, 1551845941, lead_off:False/2.976, confidence:0.564, big_r:5, small_r0, Polarity:0, No_R:101, hfb: 12
3107, 1551846001, lead_off:False/2.973, confidence:0.634, big_r:2, small_r0, Polarity:0, No_R:101, hfb: 4
3108, 1551846061, lead_off:False/8.076, confidence:0.289, big_r:1, small_r0, Polarity:0, No_R:45, hfb: 5
3109, 1551846121, lead_off:False/4.206, confidence:0.807, big_r:2, small_r0, Polarity:0, No_R:57, hfb: 6
3110, 1551846181, lead_off:False/2.969, confidence:0.000, big_r:0, small_r0, Polarity:0, No_R:0, hfb: 0
3111, 1551846241, lead_off:False/2.966, confidence:0.000, big_r:1, small_r0, Polarity:0, No_R:1, hfb: 1
3112, 1551846301, lead_off:False/4.454, confidence:0.000, big_r:1, small_r0, Polarity:0, No_R:2, hfb: 1
3113, 1551846361, lead_off:False/4.950, confidence:0.000, big_r:0, small_r0, Polarity:0, No_R:0, hfb: 0
3114, 1551846421, lead_off:False/2.997, confidence:0.000, big_r:1, small_r0, Polarity:0, No_R:3, hfb: 1
3115, 1551846481, lead_off:False/3.032, confidence:0.551, big_r:4, small_r0, Polarity:0, No_R:69, hfb: 6
3117, 1551846601, lead_off:False/3.013, confidence:0.000, big_r:0, small_r0, Polarity:0, No_R:0, hfb: 0
3118, 1551846661, lead_off:False/2.998, confidence:0.194, big_r:5, small_r0, Polarity:0, No_R:31, hfb: 5
3119, 1551846721, lead_off:False/4.424, confidence:0.357, big_r:5, small_r1, Polarity:0, No_R:28, hfb: 8
3120, 1551846781, lead_off:False/6.757, confidence:0.109, big_r:6, small_r0, Polarity:0, No_R:55, hfb: 16
3129, 1551847321, lead_off:False/3.734, confidence:0.886, big_r:5, small_r0, Polarity:0, No_R:140, hfb: 5
3131, 1551847441, lead_off:False/2.559, confidence:0.972, big_r:3, small_r0, Polarity:0, No_R:143, hfb: 5
3132, 1551847501, lead_off:False/2.558, confidence:0.985, big_r:2, small_r0, Polarity:0, No_R:137, hfb: 2
3134, 1551847621, lead_off:False/2.565, confidence:0.923, big_r:2, small_r0, Polarity:0, No_R:143, hfb: 3
3147, 1551848401, lead_off:False/2.575, confidence:0.712, big_r:0, small_r0, Polarity:0, No_R:118, hfb: 2
3186, 1551850741, lead_off:False/2.944, confidence:0.953, big_r:2, small_r0, Polarity:0, No_R:106, hfb: 2
