794, 1552777608, lead_off:False/0.836, confidence:0.446, big_r:0, small_r0, Polarity:0, No_R:112, hfb: 1
795, 1552777668, lead_off:False/0.837, confidence:0.573, big_r:0, small_r0, Polarity:0, No_R:124, hfb: 0
796, 1552777728, lead_off:False/0.837, confidence:0.454, big_r:0, small_r0, Polarity:0, No_R:119, hfb: 0
797, 1552777788, lead_off:False/0.838, confidence:0.726, big_r:0, small_r0, Polarity:0, No_R:113, hfb: 0
802, 1552778088, lead_off:False/0.838, confidence:0.720, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 1
803, 1552778148, lead_off:False/0.838, confidence:0.703, big_r:0, small_r0, Polarity:0, No_R:111, hfb: 1
805, 1552778268, lead_off:False/0.839, confidence:0.730, big_r:2, small_r1, Polarity:0, No_R:100, hfb: 4
806, 1552778328, lead_off:False/0.838, confidence:0.696, big_r:0, small_r0, Polarity:0, No_R:112, hfb: 0
807, 1552778388, lead_off:False/0.838, confidence:0.611, big_r:0, small_r0, Polarity:0, No_R:108, hfb: 0
809, 1552778508, lead_off:False/0.838, confidence:0.685, big_r:0, small_r0, Polarity:0, No_R:111, hfb: 0
810, 1552778568, lead_off:False/0.838, confidence:0.713, big_r:1, small_r0, Polarity:0, No_R:108, hfb: 1
811, 1552778628, lead_off:False/0.838, confidence:0.568, big_r:0, small_r0, Polarity:0, No_R:111, hfb: 3
815, 1552778868, lead_off:False/0.838, confidence:0.613, big_r:0, small_r1, Polarity:0, No_R:119, hfb: 0
816, 1552778928, lead_off:False/0.838, confidence:0.667, big_r:0, small_r0, Polarity:0, No_R:123, hfb: 0
817, 1552778988, lead_off:False/0.838, confidence:0.743, big_r:0, small_r0, Polarity:0, No_R:113, hfb: 0
818, 1552779048, lead_off:False/0.838, confidence:0.709, big_r:0, small_r0, Polarity:0, No_R:117, hfb: 0
821, 1552779228, lead_off:False/0.839, confidence:0.708, big_r:0, small_r0, Polarity:0, No_R:113, hfb: 0
822, 1552779288, lead_off:False/0.838, confidence:0.697, big_r:0, small_r1, Polarity:0, No_R:119, hfb: 0
823, 1552779348, lead_off:False/0.838, confidence:0.651, big_r:0, small_r0, Polarity:0, No_R:106, hfb: 0
824, 1552779408, lead_off:False/0.838, confidence:0.667, big_r:0, small_r0, Polarity:0, No_R:99, hfb: 0
837, 1552780188, lead_off:False/0.838, confidence:0.744, big_r:0, small_r0, Polarity:0, No_R:129, hfb: 0
851, 1552781028, lead_off:False/0.837, confidence:0.964, big_r:2, small_r0, Polarity:0, No_R:137, hfb: 4
868, 1552782048, lead_off:False/0.839, confidence:0.741, big_r:0, small_r1, Polarity:0, No_R:139, hfb: 0
872, 1552782288, lead_off:False/0.835, confidence:0.732, big_r:1, small_r0, Polarity:0, No_R:142, hfb: 1
873, 1552782348, lead_off:False/0.838, confidence:0.567, big_r:0, small_r0, Polarity:0, No_R:134, hfb: 0
874, 1552782408, lead_off:False/0.842, confidence:0.574, big_r:1, small_r1, Polarity:0, No_R:141, hfb: 2
875, 1552782468, lead_off:False/0.844, confidence:0.493, big_r:1, small_r0, Polarity:0, No_R:134, hfb: 2
877, 1552782588, lead_off:False/0.844, confidence:0.643, big_r:0, small_r0, Polarity:0, No_R:140, hfb: 0
938, 1552786248, lead_off:False/0.842, confidence:0.720, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 0
943, 1552786548, lead_off:False/0.841, confidence:0.746, big_r:0, small_r0, Polarity:0, No_R:114, hfb: 0
944, 1552786608, lead_off:False/0.841, confidence:0.568, big_r:0, small_r0, Polarity:0, No_R:111, hfb: 0
945, 1552786668, lead_off:False/0.842, confidence:0.371, big_r:0, small_r0, Polarity:0, No_R:116, hfb: 0
