2890, 1551832981, lead_off:False/2.367, confidence:0.425, big_r:2, small_r0, Polarity:0, No_R:120, hfb: 5
2891, 1551833041, lead_off:False/2.084, confidence:0.318, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 2
2893, 1551833161, lead_off:False/2.056, confidence:0.405, big_r:2, small_r0, Polarity:0, No_R:74, hfb: 2
2894, 1551833221, lead_off:False/2.082, confidence:0.152, big_r:2, small_r1, Polarity:0, No_R:66, hfb: 7
2895, 1551833281, lead_off:False/2.078, confidence:0.208, big_r:0, small_r0, Polarity:0, No_R:77, hfb: 2
2896, 1551833341, lead_off:False/1.939, confidence:0.547, big_r:2, small_r1, Polarity:0, No_R:106, hfb: 9
2897, 1551833401, lead_off:False/2.000, confidence:0.408, big_r:2, small_r1, Polarity:0, No_R:98, hfb: 8
2900, 1551833581, lead_off:False/2.098, confidence:0.667, big_r:2, small_r0, Polarity:0, No_R:132, hfb: 11
2901, 1551833641, lead_off:False/2.169, confidence:0.712, big_r:4, small_r0, Polarity:0, No_R:104, hfb: 12
2904, 1551833821, lead_off:False/1.821, confidence:0.703, big_r:2, small_r1, Polarity:0, No_R:118, hfb: 6
2905, 1551833881, lead_off:False/2.090, confidence:0.604, big_r:2, small_r0, Polarity:0, No_R:106, hfb: 4
2906, 1551833941, lead_off:False/2.053, confidence:0.629, big_r:2, small_r0, Polarity:0, No_R:116, hfb: 5
2910, 1551834181, lead_off:False/1.835, confidence:0.699, big_r:0, small_r0, Polarity:0, No_R:123, hfb: 0
2912, 1551834301, lead_off:False/2.047, confidence:0.475, big_r:3, small_r0, Polarity:0, No_R:101, hfb: 9
2922, 1551834901, lead_off:False/1.933, confidence:0.654, big_r:3, small_r0, Polarity:0, No_R:104, hfb: 7
2923, 1551834961, lead_off:False/1.986, confidence:0.731, big_r:2, small_r0, Polarity:0, No_R:104, hfb: 5
