2320, 1552869168, lead_off:False/0.814, confidence:0.748, big_r:0, small_r0, Polarity:0, No_R:131, hfb: 0
2321, 1552869228, lead_off:False/0.813, confidence:0.717, big_r:0, small_r0, Polarity:0, No_R:120, hfb: 0
2322, 1552869288, lead_off:False/0.812, confidence:0.644, big_r:0, small_r0, Polarity:0, No_R:132, hfb: 0
2323, 1552869348, lead_off:False/0.813, confidence:0.541, big_r:0, small_r0, Polarity:0, No_R:133, hfb: 0
2325, 1552869468, lead_off:False/0.813, confidence:0.598, big_r:0, small_r0, Polarity:0, No_R:122, hfb: 0
2326, 1552869528, lead_off:False/0.813, confidence:0.711, big_r:0, small_r0, Polarity:0, No_R:128, hfb: 0
2329, 1552869708, lead_off:False/0.807, confidence:0.656, big_r:0, small_r0, Polarity:0, No_R:128, hfb: 0
2330, 1552869768, lead_off:False/0.806, confidence:0.724, big_r:0, small_r0, Polarity:0, No_R:134, hfb: 0
2331, 1552869828, lead_off:False/0.805, confidence:0.659, big_r:0, small_r0, Polarity:0, No_R:132, hfb: 0
2333, 1552869948, lead_off:False/0.805, confidence:0.656, big_r:0, small_r0, Polarity:0, No_R:128, hfb: 0
2334, 1552870008, lead_off:False/0.805, confidence:0.563, big_r:0, small_r0, Polarity:0, No_R:119, hfb: 0
2335, 1552870068, lead_off:False/0.804, confidence:0.525, big_r:0, small_r0, Polarity:0, No_R:118, hfb: 0
2336, 1552870128, lead_off:False/0.803, confidence:0.691, big_r:0, small_r1, Polarity:0, No_R:123, hfb: 0
2337, 1552870188, lead_off:False/0.803, confidence:0.568, big_r:0, small_r0, Polarity:0, No_R:111, hfb: 0
2338, 1552870248, lead_off:False/0.803, confidence:0.500, big_r:0, small_r0, Polarity:0, No_R:128, hfb: 0
2339, 1552870308, lead_off:False/0.805, confidence:0.693, big_r:0, small_r0, Polarity:0, No_R:114, hfb: 0
2342, 1552870488, lead_off:False/0.804, confidence:0.699, big_r:0, small_r0, Polarity:0, No_R:123, hfb: 0
2343, 1552870548, lead_off:False/0.803, confidence:0.544, big_r:0, small_r0, Polarity:0, No_R:114, hfb: 0
2344, 1552870608, lead_off:False/0.806, confidence:0.670, big_r:0, small_r0, Polarity:0, No_R:115, hfb: 0
2353, 1552871148, lead_off:False/0.819, confidence:0.669, big_r:0, small_r0, Polarity:0, No_R:118, hfb: 0
2354, 1552871208, lead_off:False/0.819, confidence:0.643, big_r:0, small_r0, Polarity:0, No_R:112, hfb: 0
2355, 1552871268, lead_off:False/0.812, confidence:0.744, big_r:0, small_r0, Polarity:0, No_R:125, hfb: 0
2357, 1552871388, lead_off:False/0.812, confidence:0.533, big_r:0, small_r0, Polarity:0, No_R:105, hfb: 0
2358, 1552871448, lead_off:False/0.809, confidence:0.373, big_r:0, small_r0, Polarity:0, No_R:118, hfb: 0
2369, 1552872108, lead_off:False/0.808, confidence:0.744, big_r:0, small_r0, Polarity:0, No_R:129, hfb: 0
2375, 1552872468, lead_off:False/0.808, confidence:0.568, big_r:0, small_r0, Polarity:0, No_R:111, hfb: 0
2380, 1552872768, lead_off:False/0.808, confidence:0.680, big_r:0, small_r0, Polarity:0, No_R:125, hfb: 0
2381, 1552872828, lead_off:False/0.807, confidence:0.713, big_r:0, small_r0, Polarity:0, No_R:122, hfb: 0
2383, 1552872948, lead_off:False/0.804, confidence:0.664, big_r:0, small_r0, Polarity:0, No_R:122, hfb: 0
2389, 1552873308, lead_off:False/0.802, confidence:0.746, big_r:0, small_r0, Polarity:0, No_R:118, hfb: 0
2396, 1552873728, lead_off:False/0.803, confidence:0.750, big_r:0, small_r0, Polarity:0, No_R:120, hfb: 0
2404, 1552874208, lead_off:False/0.804, confidence:0.669, big_r:0, small_r0, Polarity:0, No_R:136, hfb: 0
2408, 1552874448, lead_off:False/0.804, confidence:0.605, big_r:0, small_r0, Polarity:0, No_R:124, hfb: 0
2409, 1552874508, lead_off:False/0.803, confidence:0.656, big_r:0, small_r0, Polarity:0, No_R:125, hfb: 0
2412, 1552874688, lead_off:False/0.802, confidence:0.627, big_r:0, small_r0, Polarity:0, No_R:126, hfb: 0
2419, 1552875108, lead_off:False/0.803, confidence:0.714, big_r:0, small_r0, Polarity:0, No_R:119, hfb: 0
2420, 1552875168, lead_off:False/0.803, confidence:0.500, big_r:0, small_r0, Polarity:0, No_R:120, hfb: 0
2421, 1552875228, lead_off:False/0.803, confidence:0.537, big_r:0, small_r0, Polarity:0, No_R:134, hfb: 0
2429, 1552875708, lead_off:False/0.803, confidence:0.680, big_r:0, small_r0, Polarity:0, No_R:122, hfb: 0
2433, 1552875948, lead_off:False/0.806, confidence:0.720, big_r:0, small_r0, Polarity:0, No_R:118, hfb: 0
2435, 1552876068, lead_off:False/0.806, confidence:0.741, big_r:0, small_r0, Polarity:0, No_R:108, hfb: 0
2437, 1552876188, lead_off:False/0.806, confidence:0.670, big_r:0, small_r0, Polarity:0, No_R:115, hfb: 0
2438, 1552876248, lead_off:False/0.805, confidence:0.703, big_r:0, small_r0, Polarity:0, No_R:128, hfb: 0
2441, 1552876428, lead_off:False/0.803, confidence:0.740, big_r:0, small_r0, Polarity:0, No_R:127, hfb: 0
2442, 1552876488, lead_off:False/0.804, confidence:0.680, big_r:0, small_r0, Polarity:0, No_R:125, hfb: 0
2445, 1552876668, lead_off:False/0.803, confidence:0.667, big_r:0, small_r0, Polarity:0, No_R:120, hfb: 0
2446, 1552876728, lead_off:False/0.805, confidence:0.646, big_r:0, small_r0, Polarity:0, No_R:127, hfb: 0
2447, 1552876788, lead_off:False/0.805, confidence:0.713, big_r:0, small_r0, Polarity:0, No_R:129, hfb: 0
2448, 1552876848, lead_off:False/0.805, confidence:0.579, big_r:0, small_r0, Polarity:0, No_R:121, hfb: 0
2449, 1552876908, lead_off:False/0.805, confidence:0.602, big_r:0, small_r0, Polarity:0, No_R:133, hfb: 0
2450, 1552876968, lead_off:False/0.805, confidence:0.699, big_r:0, small_r0, Polarity:0, No_R:123, hfb: 0
2454, 1552877208, lead_off:False/0.804, confidence:0.711, big_r:0, small_r0, Polarity:0, No_R:121, hfb: 0
2464, 1552877808, lead_off:False/0.804, confidence:0.680, big_r:0, small_r0, Polarity:0, No_R:122, hfb: 0
2465, 1552877868, lead_off:False/0.802, confidence:0.588, big_r:0, small_r0, Polarity:0, No_R:119, hfb: 0
2466, 1552877928, lead_off:False/0.806, confidence:0.612, big_r:0, small_r0, Polarity:0, No_R:121, hfb: 0
2475, 1552878468, lead_off:False/0.804, confidence:0.672, big_r:0, small_r0, Polarity:0, No_R:125, hfb: 0
2479, 1552878708, lead_off:False/0.806, confidence:0.593, big_r:0, small_r0, Polarity:0, No_R:118, hfb: 0
2480, 1552878768, lead_off:False/0.805, confidence:0.597, big_r:0, small_r0, Polarity:0, No_R:119, hfb: 0
2481, 1552878828, lead_off:False/0.805, confidence:0.688, big_r:0, small_r0, Polarity:0, No_R:125, hfb: 0
2482, 1552878888, lead_off:False/0.804, confidence:0.680, big_r:0, small_r1, Polarity:0, No_R:128, hfb: 0
2483, 1552878948, lead_off:False/0.804, confidence:0.679, big_r:0, small_r0, Polarity:0, No_R:134, hfb: 0
2489, 1552879308, lead_off:False/0.804, confidence:0.597, big_r:0, small_r0, Polarity:0, No_R:124, hfb: 0
2490, 1552879368, lead_off:False/0.805, confidence:0.690, big_r:0, small_r0, Polarity:0, No_R:126, hfb: 0
2492, 1552879488, lead_off:False/0.804, confidence:0.740, big_r:0, small_r0, Polarity:0, No_R:127, hfb: 0
2493, 1552879548, lead_off:False/0.805, confidence:0.722, big_r:0, small_r0, Polarity:0, No_R:126, hfb: 0
2495, 1552879668, lead_off:False/0.805, confidence:0.504, big_r:0, small_r0, Polarity:0, No_R:119, hfb: 0
2496, 1552879728, lead_off:False/0.805, confidence:0.659, big_r:0, small_r0, Polarity:0, No_R:123, hfb: 0
2497, 1552879788, lead_off:False/0.806, confidence:0.589, big_r:0, small_r0, Polarity:0, No_R:112, hfb: 0
2498, 1552879848, lead_off:False/0.807, confidence:0.625, big_r:0, small_r0, Polarity:0, No_R:112, hfb: 0
