2832, 1551913083, lead_off:False/0.920, confidence:0.720, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 0
2835, 1551913263, lead_off:False/0.922, confidence:0.672, big_r:0, small_r0, Polarity:0, No_R:131, hfb: 0
2838, 1551913443, lead_off:False/0.928, confidence:0.630, big_r:0, small_r0, Polarity:0, No_R:119, hfb: 0
2839, 1551913503, lead_off:False/0.927, confidence:0.605, big_r:0, small_r0, Polarity:0, No_R:114, hfb: 0
2840, 1551913563, lead_off:False/0.922, confidence:0.550, big_r:0, small_r0, Polarity:0, No_R:109, hfb: 0
2841, 1551913623, lead_off:False/0.931, confidence:0.564, big_r:0, small_r0, Polarity:0, No_R:117, hfb: 0
2842, 1551913683, lead_off:False/0.929, confidence:0.701, big_r:0, small_r0, Polarity:0, No_R:117, hfb: 0
2844, 1551913803, lead_off:False/0.924, confidence:0.725, big_r:0, small_r0, Polarity:0, No_R:109, hfb: 0
2845, 1551913863, lead_off:False/0.926, confidence:0.732, big_r:0, small_r0, Polarity:0, No_R:112, hfb: 0
2865, 1551915063, lead_off:False/0.931, confidence:0.563, big_r:0, small_r0, Polarity:0, No_R:103, hfb: 0
2866, 1551915123, lead_off:False/0.936, confidence:0.648, big_r:0, small_r0, Polarity:0, No_R:125, hfb: 0
2867, 1551915183, lead_off:False/0.937, confidence:0.602, big_r:0, small_r0, Polarity:0, No_R:123, hfb: 0
2868, 1551915243, lead_off:False/0.929, confidence:0.524, big_r:0, small_r0, Polarity:0, No_R:124, hfb: 0
2869, 1551915303, lead_off:False/0.942, confidence:0.242, big_r:0, small_r0, Polarity:0, No_R:95, hfb: 0
2870, 1551915363, lead_off:False/0.933, confidence:0.706, big_r:0, small_r0, Polarity:0, No_R:119, hfb: 0
2871, 1551915423, lead_off:False/0.927, confidence:0.721, big_r:0, small_r0, Polarity:0, No_R:129, hfb: 0
2872, 1551915483, lead_off:False/0.935, confidence:0.585, big_r:0, small_r0, Polarity:0, No_R:135, hfb: 0
2873, 1551915543, lead_off:False/0.937, confidence:0.619, big_r:0, small_r0, Polarity:0, No_R:139, hfb: 0
2874, 1551915603, lead_off:False/0.941, confidence:0.572, big_r:0, small_r0, Polarity:0, No_R:145, hfb: 0
2876, 1551915723, lead_off:False/0.934, confidence:0.739, big_r:0, small_r0, Polarity:0, No_R:153, hfb: 0
2877, 1551915783, lead_off:False/0.942, confidence:0.533, big_r:0, small_r0, Polarity:0, No_R:135, hfb: 0
2878, 1551915843, lead_off:False/0.937, confidence:0.524, big_r:0, small_r0, Polarity:0, No_R:126, hfb: 0
2879, 1551915903, lead_off:False/0.942, confidence:0.745, big_r:0, small_r0, Polarity:0, No_R:149, hfb: 0
2880, 1551915963, lead_off:False/0.934, confidence:0.529, big_r:0, small_r0, Polarity:0, No_R:136, hfb: 0
2881, 1551916023, lead_off:False/0.951, confidence:0.241, big_r:0, small_r0, Polarity:0, No_R:108, hfb: 0
2882, 1551916083, lead_off:False/0.962, confidence:0.309, big_r:0, small_r1, Polarity:0, No_R:123, hfb: 0
2883, 1551916143, lead_off:False/0.950, confidence:0.461, big_r:0, small_r0, Polarity:0, No_R:152, hfb: 0
2884, 1551916203, lead_off:False/0.955, confidence:0.497, big_r:0, small_r0, Polarity:0, No_R:145, hfb: 0
2885, 1551916263, lead_off:False/0.956, confidence:0.434, big_r:1, small_r0, Polarity:0, No_R:143, hfb: 5
2886, 1551916323, lead_off:False/0.948, confidence:0.451, big_r:0, small_r0, Polarity:0, No_R:133, hfb: 0
2887, 1551916383, lead_off:False/0.965, confidence:0.726, big_r:0, small_r0, Polarity:0, No_R:146, hfb: 0
2891, 1551916623, lead_off:False/0.967, confidence:0.682, big_r:0, small_r0, Polarity:0, No_R:129, hfb: 0
2892, 1551916683, lead_off:False/0.969, confidence:0.667, big_r:0, small_r0, Polarity:0, No_R:138, hfb: 0
2894, 1551916803, lead_off:False/0.943, confidence:0.675, big_r:0, small_r0, Polarity:0, No_R:157, hfb: 0
