2120, 1551870363, lead_off:False/0.932, confidence:0.592, big_r:0, small_r0, Polarity:0, No_R:125, hfb: 0
2121, 1551870423, lead_off:False/0.931, confidence:0.719, big_r:0, small_r0, Polarity:0, No_R:135, hfb: 0
2122, 1551870483, lead_off:False/0.931, confidence:0.432, big_r:0, small_r0, Polarity:0, No_R:125, hfb: 0
2123, 1551870543, lead_off:False/0.932, confidence:0.345, big_r:0, small_r0, Polarity:0, No_R:110, hfb: 0
2124, 1551870603, lead_off:False/0.938, confidence:0.449, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 0
2125, 1551870663, lead_off:False/0.935, confidence:0.694, big_r:0, small_r0, Polarity:0, No_R:124, hfb: 0
2148, 1551872043, lead_off:False/0.938, confidence:0.683, big_r:0, small_r0, Polarity:0, No_R:120, hfb: 0
2149, 1551872103, lead_off:False/0.937, confidence:0.711, big_r:0, small_r0, Polarity:0, No_R:128, hfb: 0
2155, 1551872463, lead_off:False/0.939, confidence:0.711, big_r:0, small_r0, Polarity:0, No_R:128, hfb: 1
2156, 1551872523, lead_off:False/0.939, confidence:0.657, big_r:0, small_r0, Polarity:0, No_R:134, hfb: 0
2197, 1551874983, lead_off:False/0.939, confidence:0.745, big_r:0, small_r0, Polarity:0, No_R:102, hfb: 0
2202, 1551875283, lead_off:False/0.938, confidence:0.565, big_r:0, small_r0, Polarity:0, No_R:115, hfb: 2
2203, 1551875343, lead_off:False/0.947, confidence:0.530, big_r:1, small_r1, Polarity:0, No_R:117, hfb: 3
2206, 1551875523, lead_off:False/2.931, confidence:0.433, big_r:1, small_r1, Polarity:0, No_R:90, hfb: 2
2207, 1551875583, lead_off:False/1.344, confidence:0.200, big_r:2, small_r2, Polarity:0, No_R:90, hfb: 7
2208, 1551875643, lead_off:False/1.404, confidence:0.523, big_r:2, small_r0, Polarity:0, No_R:107, hfb: 13
2209, 1551875703, lead_off:False/1.390, confidence:0.411, big_r:2, small_r1, Polarity:0, No_R:95, hfb: 6
2210, 1551875763, lead_off:False/1.581, confidence:0.635, big_r:0, small_r0, Polarity:0, No_R:104, hfb: 5
2211, 1551875823, lead_off:False/1.521, confidence:0.536, big_r:1, small_r0, Polarity:0, No_R:97, hfb: 7
2212, 1551875883, lead_off:False/0.823, confidence:0.689, big_r:0, small_r0, Polarity:0, No_R:122, hfb: 3
2213, 1551875943, lead_off:False/1.622, confidence:0.748, big_r:0, small_r0, Polarity:0, No_R:123, hfb: 1
2214, 1551876003, lead_off:False/0.827, confidence:0.667, big_r:0, small_r0, Polarity:0, No_R:126, hfb: 0
2215, 1551876063, lead_off:False/0.828, confidence:0.621, big_r:0, small_r0, Polarity:0, No_R:124, hfb: 0
2216, 1551876123, lead_off:False/0.828, confidence:0.546, big_r:0, small_r0, Polarity:0, No_R:119, hfb: 0
2217, 1551876183, lead_off:False/0.839, confidence:0.681, big_r:0, small_r0, Polarity:0, No_R:113, hfb: 0
2249, 1551878103, lead_off:False/0.847, confidence:0.613, big_r:0, small_r2, Polarity:0, No_R:106, hfb: 0
2250, 1551878163, lead_off:False/0.851, confidence:0.570, big_r:0, small_r1, Polarity:0, No_R:86, hfb: 0
2255, 1551878463, lead_off:False/0.852, confidence:0.451, big_r:0, small_r0, Polarity:0, No_R:102, hfb: 0
2259, 1551878703, lead_off:False/0.859, confidence:0.748, big_r:0, small_r0, Polarity:0, No_R:119, hfb: 0
2260, 1551878763, lead_off:False/0.860, confidence:0.735, big_r:0, small_r0, Polarity:0, No_R:117, hfb: 0
